"","Puerta_Bonita","Vista_Alegre","Guayaba","Almendrales","Las_Calesas","Zofío","Orcasur","San_Fermín","San_Andrés","San_Cristóbal","El_Espinillo","Los_Rosales","Villa_Vallecas","Entrevías","San_Diego","Martínez_de_la_Riva","Numancia","Peña_Prieta","Pozo_de_Tío_Raimundo","Ángela_Uriarte","Alcalá_de_Guadaíra","Federica_Montseny","Doctor_Cirajas","Gandhi","Daroca","La_Elipa","Orcasitas","Vicálvaro_Astilleros","Campo_de_la_Paloma","Rafael_Alberti","García_Noblejas","Núñez_Morgado","Guzmán_el_Bueno","Vinateros_Torito","Pavones","Vandel","Puerta_del_Ángel","Virgen_de_Begoña","Infanta_Mercedes","Villaamil","Palma_Universidad","Eloy_Gonzalo","Justicia","Cortes","Cea_Bermúdez","Segovia","Lavapiés","Alameda","Imperial","Acacias","Martín_de_Vargas","Embajadores","Méndez_Álvaro","Legazpi","Chopera","Comillas","Antonio_Leyva","Opañel","San_Isidro","Los_Cármenes","Lucero","General_Ricardos","Abrantes","Los_Yébenes","Maqueda","Campamento","Buenavista","Las_Águilas","Carabanchel_Alto","Butarque","Ensanche_Vallecas","Perales_del_Río","Vicálvaro-Villablanca","Valdebernardo","Valderribas","Media_Legua","Estrella","Adelfas","Pacífico","Ibiza","Castelló","Goya","General_Oráa","Montesa","Londres","Espronceda","Segre","Prosperidad","Baviera","Canal_de_Panamá","Estrecho_de_Corea","Aquitania","Simancas","Alpes","Quinta_de_los_Molinos","Silvano","Canillejas","Alameda_de_Osuna","Rejas","Benita_de_Ávila","Vicente_Muzas","Potosí","General_Moscardó","Bustarviejo","Monovar","Jazmín","Mar_Báltico","Virgen_del_Cortijo","Sanchinarro","Las_Tablas","Pilar","La_Ventanilla","Barajas","Los_Alperchines","Mirasierra","Fuencarral","Montecarmelo","El_Pardo","Aravaca","Valdezarza","Fuentelarreina","Casa_de_Campo","Argüelles","Andrés_Mellado","Caramuel","General_Fanjul","Valle_Inclán","x"
"56",169.17,60.24,63.54,62.98,55.15,43.33,120.07,112.45,96.02,119.5,94.78,113.04,94.81,92.22,84.44,114.88,89.16,162.07,81.97,76.15,47.62,95.64,86.21,125.26,117.21,158.19,164.03,NA,128.46,87.54,75.52,117.66,146.87,70.41,60.53,123.81,111.16,81.65,94.87,81.22,148.21,95.22,143.51,130.97,117.22,139.81,72.92,137.15,100.44,128.53,148.95,64.65,75.52,95.31,143.98,126.03,71.36,96.63,118.48,112.35,105.46,74.84,81.42,NA,79.52,76.01,75.01,74.99,122.4,64.95,102.64,103.18,NA,134.6,90.15,79.41,54.83,74.65,95.14,168.74,151.46,98.44,150.83,109.04,110.35,124.67,122.44,145.04,79.82,92.19,109.21,97.22,142.86,162.7,78.48,95.29,86.07,142.31,132.99,60.95,132.05,128.73,127.21,110.36,56.22,113.46,79.96,105.74,99.97,122.03,71.78,NA,134.82,57.42,108.74,84.54,115.69,86.43,94.91,113.23,79.15,53.07,94.21,95.6,77.14,59.41,114.6,56
"57",117.12,73.33,58.24,22.49,58.83,55.71,56.51,70.8,107.54,74.69,112.55,103.62,61.99,74.49,66.09,80.41,101.32,106.19,13.66,68.9,55.55,75.5,83.34,65.14,100.06,107.86,94.97,NA,118.18,58.36,71.08,96.65,137.69,67.21,108.96,97.28,83.37,71.44,54.21,73.48,120.9,117.43,157.18,101.86,101.93,131.34,81.02,118.86,139.74,102.83,91.66,83.66,64.73,116.48,156.5,73.88,64.22,96.63,90.27,86.13,90.39,64.15,100.21,NA,61.45,95.01,75.01,39.28,106.61,44.97,65.75,20.64,NA,89.74,66.43,83.38,20.56,91.62,82.86,143,119.9,113.46,109.35,117.11,131.04,73.34,106.81,107.44,99.77,50.86,78.88,60.76,135.89,66.18,61.04,75.74,92.96,115.2,80.95,55.87,66.03,118.57,83.18,38.39,60.9,88.25,43.75,105.74,76.65,65.48,62.21,NA,82.97,20.88,67.6,61.06,147.24,28.81,66.15,106.82,69.26,68.23,90.11,91.44,90,55.16,47.75,57
"58",84.59,62.86,47.65,9,99.28,68.08,56.51,62.47,72.98,69.71,71.09,70.65,36.46,53.2,44.06,68.93,89.16,50.3,54.64,97.91,31.74,80.54,80.46,35.07,68.61,86.29,99.28,NA,123.32,68.09,53.31,88.24,146.87,108.81,133.17,97.28,94.49,91.86,67.76,61.88,144.31,146,136.68,112.78,132.51,101.68,93.17,160.01,135.38,149.1,68.75,133.1,97.1,162.37,137.72,60.84,99.9,101.72,78.98,74.9,87.88,60.59,65.76,NA,36.15,88.68,48.53,28.57,51.33,49.96,43.3,30.95,NA,123.39,52.19,47.65,27.41,71.26,95.14,111.54,100.97,141.83,90.5,113.08,110.35,97.78,148.49,114.6,106.43,63.58,63.71,76.96,118.47,93.76,104.64,127.05,103.29,142.31,98.29,45.71,113.19,135.51,92.96,67.18,149.92,67.24,57.33,183.28,153.29,130.96,59.82,NA,129.63,20.88,73.48,75.15,136.73,28.81,71.9,89.73,64.31,128.88,110.59,141.32,94.28,29.7,28.65,58
"59",84.59,78.57,52.95,58.48,121.34,102.13,56.51,116.61,107.54,79.67,77.01,80.07,47.4,46.11,58.74,120.62,64.85,55.89,54.64,90.66,63.49,90.6,117.82,75.16,97.2,107.86,77.7,NA,123.32,72.95,57.75,168.08,220.3,131.21,181.6,198.98,122.28,122.47,74.54,50.28,237.91,203.13,177.68,254.66,229.35,110.16,133.68,201.15,148.48,185.09,143.23,144.51,86.31,208.26,206.58,86.92,99.9,76.29,95.91,123.58,80.35,85.53,59.5,NA,46.99,82.35,48.53,46.42,51.33,94.93,67.36,61.91,NA,157.04,80.66,103.24,116.51,95.02,122.76,137.28,164.08,170.19,192.31,177.69,186.22,154.01,247.48,191.6,246.11,111.27,103.15,109.37,139.37,182.01,104.64,173.47,86.07,193.14,144.55,126.97,165.06,142.28,132.11,115.16,117.12,126.07,90.52,204.43,243.27,211.33,83.75,NA,145.19,62.64,146.95,131.5,194.57,28.81,135.17,119.64,103.88,212.27,163.84,253.54,77.14,76.38,57.3,59
"60",182.18,125.72,169.44,220.44,161.78,157.83,162.45,237.39,222.77,109.54,189.56,131.88,127.63,106.41,135.84,258.47,154.01,167.66,122.95,217.57,150.78,115.77,227.02,205.43,194.4,237.29,133.82,NA,107.9,160.5,133.27,420.2,486.51,233.62,236.08,428.92,239,204.12,284.61,239.79,600.62,403.09,574.04,596.62,540.24,305.05,340.29,397.73,275.12,251.93,240.62,262.4,258.93,391.81,331.78,160.8,142.71,157.66,220.03,243.42,180.79,153.25,159.7,NA,122.9,139.36,158.84,139.27,217.17,179.87,129.9,196.04,NA,342.12,185.05,206.47,287.85,200.21,217.9,291.73,403.89,382.1,418.55,476.54,406.92,388.69,422.02,347.39,439,247.97,227.53,174.18,229.97,278.53,200.56,288.3,182.48,274.46,323.79,238.71,358.42,257.46,283.79,359.88,187.4,361.41,171.99,239.67,376.57,247.05,169.88,NA,233.34,161.82,355.62,216.04,326.04,144.05,359.51,269.19,227.55,363.88,385.02,502.93,201.42,220.65,124.15,60
"61",546.55,340.48,391.82,436.39,378.72,346.61,367.28,466.45,391.77,293.77,337.66,292.01,309.95,333.42,363.48,516.94,397.18,525.35,505.46,525.8,333.31,291.94,436.81,375.79,431.69,481.77,336.7,NA,236.36,413.4,324.29,819.4,894.99,502.45,326.88,703.07,489.11,418.45,548.89,510.52,998.44,837.91,1168.59,1022.26,835.84,749.9,781.85,882.33,628.85,575.84,475.51,600.85,625.74,635.37,525.84,434.59,399.6,401.79,535.97,400.7,416.81,449.05,347.59,NA,307.25,266.04,405.91,374.95,537,394.7,295.08,381.76,NA,493.55,256.23,349.41,404.36,434.35,423.52,666.4,700.49,639.06,818.25,759.23,662.11,752.93,781.51,648.22,605.29,438.71,467.19,336.21,404.18,446.75,558.07,630.36,371.84,626.84,578.2,467.27,646.1,586.06,650.75,743.76,402.9,836.28,288.17,507.54,726.47,422.66,363.7,NA,471.87,396.72,725.94,385.12,636.31,201.67,986.48,540.52,633.19,576.15,778.24,926.89,492.84,415.84,210.1,61
"62",728.74,618.11,518.9,710.82,658.16,566.34,706.31,608.05,610.69,532.76,574.61,560.47,463.1,578.16,708.59,832.85,709.25,905.38,874.32,812.27,515.83,498.31,706.94,606.27,780.47,769.4,595.7,NA,585.76,651.72,590.82,895.03,1064.81,681.67,611.38,853.42,783.68,714.43,745.41,866.34,1131.05,1022,1332.6,1291.47,958.16,1004.11,1045.17,1120.05,777.33,776.35,721.86,825.22,679.68,660.08,744.94,725.77,699.3,686.6,818.05,677.83,592.58,712.78,569.93,NA,520.51,481.41,591.22,532.07,675.2,569.57,543.65,639.7,NA,611.33,403.32,571.77,651.09,736.37,675.18,952.41,788.84,770.87,1070.89,876.34,938,914.27,1013.36,841.62,904.62,575.41,661.35,449.63,682.93,700.46,741.19,889.34,588.74,809.81,861.52,690.74,749.86,718.18,807.32,921.31,613.73,1025.38,469.21,634.43,966.41,610.17,540.76,NA,757.07,751.68,1022.78,671.61,730.96,115.24,1274.09,739.21,900.32,758.09,1060.87,1084.83,638.55,589.81,382.01,62
"63",767.78,759.54,704.23,931.26,819.94,823.2,981.78,712.17,829.62,687.11,693.09,772.42,630.83,893.84,881.15,1010.91,842.99,1073.05,942.62,1008.09,682.49,654.35,755.79,711.49,917.69,826.92,815.85,NA,852.94,714.95,750.74,819.4,784.84,716.87,738.5,778.24,917.07,816.49,786.07,920.48,1021.84,834.74,1066.08,1164.14,851.13,1076.13,996.56,1170.34,768.59,724.94,727.59,775.78,507.07,607.13,845.1,795.31,763.52,823.92,953.46,853.84,637.77,769.81,692.05,NA,697.63,722.11,710.35,546.35,576.48,649.51,731.28,660.34,NA,729.11,474.5,675,726.48,827.99,736.56,832.28,782.53,730.83,878.58,835.96,793.16,796.93,838.83,721.64,864.71,569.05,740.22,514.44,846.69,750.1,558.07,789.17,685.14,643.78,959.81,675.5,646.1,596.23,636.07,892.51,674.63,928.73,499.39,549.84,893.1,550.64,576.65,NA,782.99,861.3,940.48,807.82,625.79,201.67,911.71,651.61,756.86,924.87,1138.69,781.41,724.27,581.32,821.32,63
"64",832.85,660.01,725.41,886.27,705.96,974.84,953.52,832.95,783.53,707.03,574.61,697.06,805.86,975.42,818.74,1039.63,798.41,950.09,860.66,873.92,587.25,624.15,597.74,546.15,820.49,697.49,699.3,NA,729.63,666.31,670.78,529.46,559.94,582.46,569.01,539.46,783.68,622.58,433.69,560.8,780.03,634.78,676.55,822.18,570.82,847.35,777.8,955.47,615.75,503.86,555.71,619.87,442.33,487.12,716.77,725.77,713.57,818.84,818.05,767.7,615.18,691.4,663.87,NA,650.64,747.45,635.34,510.64,509.36,669.5,712.04,423.03,NA,667.41,365.36,524.12,404.36,600.63,573.9,526.26,555.35,533.94,460.03,597.69,496.59,518.25,515.8,530.04,472.26,559.51,627.98,522.54,672.47,535,392.4,508.2,564.64,443.87,711.19,492.66,391.44,433.62,459.93,671.79,426.33,684.99,366.62,422.95,649.83,345.27,452.23,NA,492.61,600.3,534.9,610.56,457.51,259.29,514.81,497.79,479.84,712.61,741.38,556.96,711.41,589.81,716.26,64
"65",748.26,445.25,529.49,634.34,580.95,851.05,868.77,757.99,572.28,687.11,479.83,485.12,743.87,783.88,668.21,878.81,514.71,553.29,806.01,652.72,468.22,563.75,459.8,465.98,554.62,438.63,513.68,NA,524.1,622.54,533.07,197.5,390.12,336.03,472.15,331.64,683.64,428.66,176.19,394.49,549.92,491.95,485.2,545.69,351.66,444.86,473.97,539.45,323.16,359.9,355.2,425.92,334.45,377.69,494.54,551.93,499.5,630.66,682.65,554.24,504.7,523.9,488.51,NA,444.61,538.42,414.74,385.66,375.11,524.61,460.26,268.26,NA,454.29,256.23,349.41,191.9,339.34,386.69,271.71,290.29,313.69,263.95,319.04,317.26,264.01,278.74,363.51,319.28,378.31,361.01,437.48,501.74,380.56,270.32,283.42,399.38,247.35,387.4,325.05,198.08,250.69,342.5,431.86,220.19,344.6,261.01,317.21,333.24,202.4,308.66,NA,331.86,433.26,246.88,380.42,241.9,259.29,307.74,348.24,286.92,363.88,380.93,378.24,625.7,475.24,296.06,65
"66",540.05,332.63,508.31,476.88,540.5,640.61,734.57,603.89,526.19,697.07,361.35,461.57,561.55,723.58,547.05,603.1,320.18,363.27,669.4,533.05,372.99,463.08,359.22,410.86,331.63,266.05,427.35,NA,452.16,510.68,435.34,134.47,243.25,211.22,357.14,247.62,455.76,357.22,210.07,340.35,292.51,365,293.86,327.42,290.51,266.92,328.13,338.3,235.82,257.07,189.06,289.02,172.62,215.32,334.91,373.75,292.56,437.39,586.74,333.3,396.73,313.62,331.93,NA,375.93,354.72,317.67,328.52,225.07,329.75,256.59,288.9,NA,330.9,208.78,289.86,130.22,196.82,202.55,191.63,132.53,206.9,192.31,165.58,172.43,185.79,190.17,245.32,199.55,235.25,273.03,376.72,404.18,253.71,183.12,178.36,292.65,166.03,248.63,238.71,160.35,172.77,190.82,263.92,192.08,193.31,194.63,225.57,196.61,163.71,241.67,NA,290.38,448.92,176.34,319.37,147.24,172.86,218.58,226.46,257.23,242.59,229.38,191.2,445.7,267.32,448.86,66
"67",312.32,332.63,508.31,400.4,356.66,436.36,522.67,420.64,445.54,497.91,313.96,513.38,448.51,496.58,396.52,384.84,303.96,363.27,587.43,344.49,238.08,302.01,238.52,220.46,311.62,215.72,271.95,NA,431.61,291.81,315.4,100.85,151.46,192.02,217.92,207.83,272.34,255.15,149.08,251.39,113.1,234.87,328.03,221.92,203.86,186.42,214.71,201.15,170.31,102.83,148.95,190.14,107.89,197.67,306.74,299.87,228.34,310.24,400.56,310.83,256.11,263.73,310.01,NA,300.02,329.38,304.43,249.96,201.37,214.84,190.84,299.22,NA,235.56,199.29,214.41,68.54,179.85,128.9,143,100.97,173.53,199.85,113.08,144.84,136.9,125.04,171.9,93.12,197.1,242.7,283.55,275.26,146.16,122.08,185.69,230.68,118.59,248.63,208.24,132.05,203.26,141.89,220.73,187.4,126.07,117.68,162.13,133.3,139.89,169.88,NA,181.49,433.26,146.95,263.01,57.85,115.24,155.31,200.82,153.35,136.46,131.07,133.01,231.42,216.4,410.66,67
"68",286.29,324.77,360.06,310.42,253.7,303.28,353.16,295.7,361.04,348.54,225.11,357.95,324.53,269.57,260.67,235.5,303.96,357.68,546.45,221.2,158.72,251.67,132.19,125.26,240.14,194.15,189.93,NA,339.12,257.77,177.69,63.03,119.33,163.22,169.49,159.19,239,214.33,94.87,170.17,70.2,142.83,321.19,156.43,91.74,139.81,113.43,173.72,104.81,66.84,131.77,136.9,140.25,215.32,250.4,199.91,199.8,183.09,236.95,288.36,150.66,267.29,297.49,NA,195.19,266.04,198.54,189.26,161.89,219.84,189.24,247.63,NA,168.26,170.82,135,82.24,207,138.1,88.66,75.73,145.16,143.29,92.88,117.25,80.67,109.41,125.35,113.08,162.13,157.75,170.13,181.18,107.55,95.92,166.14,148.05,135.53,173.46,177.76,80.17,135.51,88.07,177.54,107.75,79.85,81.47,176.23,123.3,119.06,110.07,NA,124.45,297.54,164.58,197.26,63.1,201.67,135.17,188.01,44.52,113.71,98.3,78.97,162.85,173.97,152.8,68
"69",227.73,167.62,259.45,206.95,161.78,179.49,226.02,141.6,295.74,234.02,130.32,273.17,218.79,156.07,209.27,155.08,210.75,262.67,423.5,210.32,111.1,181.21,114.95,95.2,151.52,93.48,138.13,NA,226.08,199.41,97.73,25.21,82.61,92.81,127.12,119.39,172.3,142.89,128.75,92.82,42.9,95.22,191.35,76.4,71.35,72.02,68.87,118.86,69.87,61.7,85.94,91.27,107.89,137.66,109.55,126.03,199.8,106.81,174.89,205.97,123.04,171.07,212.94,NA,104.83,145.69,97.07,135.69,110.56,164.88,142.73,144.45,NA,112.17,123.37,103.24,68.54,166.28,110.48,91.52,63.11,111.79,101.81,113.08,68.97,73.34,88.57,118.18,93.12,101.73,69.78,93.17,94.08,91,69.76,87.96,99.85,162.64,98.29,96.5,80.17,81.3,68.5,71.98,37.48,54.63,75.44,126.89,93.31,104.18,88.53,NA,150.38,198.36,111.68,164.38,73.62,144.05,117.92,126.05,79.15,113.71,86.02,70.66,137.14,84.86,95.5,69
"70",123.63,99.53,148.26,116.97,73.54,123.79,120.07,116.61,142.11,134.44,112.55,188.39,189.61,56.75,150.53,126.36,101.32,184.43,327.87,163.18,55.55,135.9,123.57,90.19,108.64,14.38,69.07,NA,179.84,111.86,48.86,37.82,73.43,60.81,72.64,123.81,100.04,81.65,108.42,54.15,35.1,50.78,232.35,54.57,56.06,38.13,85.07,82.29,39.3,51.41,51.56,76.06,64.73,88.25,46.95,82.57,107.04,71.2,141.04,134.82,135.59,106.92,178.49,NA,68.68,88.68,61.77,71.42,118.46,184.86,113.86,51.59,NA,72.91,66.43,47.65,61.68,81.44,98.21,85.8,56.8,83.43,105.58,113.08,48.28,85.56,93.78,127.14,59.86,63.58,42.47,81.01,87.11,66.18,43.6,68.41,92.96,118.59,75.17,66.03,51.88,74.53,73.39,19.19,23.42,29.42,64.88,140.98,73.31,71.43,67,NA,108.89,156.6,82.29,117.41,126.21,0,106.41,64.09,108.83,90.97,86.02,41.56,90,59.41,85.95,70
"71",97.6,94.29,74.13,98.97,40.45,95.94,56.51,91.62,111.38,119.5,59.24,56.52,185.97,53.2,84.44,91.9,72.95,122.95,136.61,87.03,71.42,90.6,83.34,80.17,80.05,21.57,47.48,NA,123.32,116.73,53.31,54.63,100.97,51.2,78.69,101.7,55.58,91.86,67.76,54.15,31.2,38.09,116.18,69.12,35.68,42.37,101.28,68.57,26.2,20.57,40.1,72.25,53.94,38.83,25.04,60.84,35.68,50.86,50.78,93.62,112.99,85.53,165.97,NA,39.76,69.68,66.18,35.71,75.02,214.84,85,20.64,NA,78.52,42.7,39.71,47.97,40.72,79.79,77.22,50.49,56.73,124.43,68.65,27.59,61.11,65.13,119.97,59.86,50.86,33.37,85.07,90.59,44.12,95.92,63.52,82.63,71.16,109.86,55.87,66.03,40.65,58.71,62.38,23.42,29.42,61.86,119.84,66.65,53.58,67,NA,72.6,83.52,82.29,84.54,178.8,0,97.79,59.82,74.2,75.81,69.63,58.19,38.57,25.46,76.4,71
"72",65.07,62.86,63.54,67.48,51.48,74.27,63.57,29.15,122.91,89.62,71.09,61.23,113.04,53.2,77.1,63.18,56.74,67.07,27.32,83.4,79.36,50.33,51.73,40.08,45.74,14.38,77.7,NA,66.8,97.27,48.86,33.62,73.43,22.4,66.59,61.91,44.46,71.44,47.44,27.07,35.1,38.09,20.5,43.66,61.16,38.13,85.07,27.43,52.4,15.42,40.1,34.23,75.52,49.42,25.04,56.5,21.41,25.43,39.49,97.37,57.75,49.89,106.47,NA,28.92,50.67,75.01,21.43,51.33,149.89,56.13,30.95,NA,117.78,9.49,67.5,13.71,27.15,70.59,48.62,63.11,41.71,128.21,96.92,27.59,36.67,59.92,64.46,46.56,47.69,57.64,81.01,97.56,38.61,52.32,41.54,68.86,74.54,109.86,50.79,89.61,16.94,34.25,62.38,42.16,37.82,55.82,49.34,39.99,41.67,55.03,NA,82.97,41.76,35.27,46.97,147.24,28.81,51.77,34.18,39.57,83.39,45.06,66.5,30,29.7,85.95,72
"73",52.05,34.05,47.65,53.99,51.48,40.23,56.51,66.64,72.98,74.69,71.09,56.52,29.17,28.38,51.4,45.95,44.58,100.6,0,90.66,47.62,25.17,34.48,30.06,20.01,14.38,69.07,NA,61.66,48.64,31.1,42.02,55.08,28.8,24.21,53.06,61.14,81.65,54.21,11.6,39,38.09,20.5,25.47,71.35,16.95,52.66,36.57,48.04,15.42,34.37,7.61,97.1,38.83,25.04,39.11,14.27,20.34,84.63,52.43,42.69,24.95,68.89,NA,25.3,44.34,26.47,21.43,51.33,69.95,43.3,41.27,NA,190.69,14.23,47.65,20.56,64.47,131.97,37.18,69.42,41.71,94.27,88.85,48.28,31.78,54.71,51.93,33.26,41.33,60.67,52.66,73.17,46.88,34.88,21.99,65.42,57.6,109.86,55.87,61.31,16.94,19.57,38.39,70.27,33.62,42.24,49.34,29.99,32.74,38.28,NA,77.78,52.2,23.51,56.36,131.47,28.81,31.64,12.82,79.15,75.81,32.77,24.94,34.28,42.43,57.3,73
"74",45.55,23.57,37.06,31.49,36.77,24.76,49.44,66.64,65.29,74.69,47.39,42.39,25.53,39.02,22.03,28.72,44.58,100.6,0,32.64,31.74,30.2,31.61,30.06,40.02,21.57,21.58,NA,82.21,34.05,22.21,75.64,50.49,32,36.32,57.48,55.58,40.82,54.21,15.47,46.8,63.48,34.17,29.1,61.16,29.66,44.56,82.29,21.84,15.42,45.83,11.41,64.73,31.77,28.17,13.04,7.14,61.03,67.7,33.7,42.69,28.51,56.37,NA,25.3,19,22.06,46.42,15.79,49.96,27.26,61.91,NA,123.39,23.72,27.79,27.41,74.65,147.31,42.9,37.86,33.37,49.02,44.42,48.28,39.11,59.92,37.6,39.91,19.07,36.4,44.56,34.84,44.12,34.88,17.1,48.2,40.66,92.51,25.39,33.01,27.1,14.68,23.99,74.96,46.23,33.19,77.54,36.66,47.62,43.07,NA,67.41,41.76,26.45,28.18,99.92,0,46.02,17.09,69.26,75.81,28.67,24.94,68.57,25.46,38.2,74
"75",26.03,13.1,58.24,53.99,36.77,37.14,35.32,54.14,69.14,34.85,77.01,61.23,29.17,60.3,44.06,45.95,40.53,33.53,0,32.64,31.74,20.13,43.11,25.05,54.32,28.76,30.22,NA,71.94,53.5,22.21,71.43,55.08,32,66.59,53.06,33.35,40.82,54.21,27.07,31.2,57.13,61.5,54.57,71.35,76.26,56.71,59.43,56.77,20.57,63.02,64.65,21.58,45.89,53.21,39.11,21.41,61.03,28.21,18.72,32.64,21.38,87.68,NA,39.76,19,17.65,71.42,15.79,69.95,33.68,92.86,NA,39.26,18.98,31.76,27.41,57.69,113.55,48.62,44.18,41.71,26.4,52.5,34.49,39.11,57.31,48.35,53.21,31.79,33.37,44.56,45.3,27.58,17.44,29.32,27.54,20.33,57.82,25.39,33.01,37.26,39.14,28.79,51.53,71.44,33.19,63.44,66.65,59.53,43.07,NA,82.97,52.2,35.27,14.09,52.59,0,46.02,34.18,39.57,75.81,45.06,49.88,81.43,21.22,28.65,75
"76",45.55,18.33,47.65,49.49,40.45,49.52,120.07,70.8,96.02,59.75,106.63,80.07,47.4,35.47,47.73,34.46,44.58,11.18,27.32,47.14,31.74,10.07,40.23,10.02,25.73,64.72,60.43,NA,61.66,48.64,53.31,54.63,87.2,41.6,54.48,35.37,72.25,81.65,94.87,34.81,27.3,31.74,47.84,54.57,66.26,97.45,60.77,36.57,65.51,35.99,68.75,87.47,43.15,31.77,43.82,43.46,35.68,71.2,50.78,14.98,35.15,53.46,84.55,NA,39.76,25.34,17.65,49.99,39.49,69.95,40.09,72.22,NA,56.09,47.45,19.85,47.97,44.11,92.07,42.9,37.86,56.73,52.79,48.46,48.28,46.45,67.73,57.3,66.52,54.04,42.47,60.76,76.66,44.12,52.32,36.65,44.76,50.83,69.38,20.32,42.44,44.04,48.93,47.98,32.79,63.04,42.24,35.25,49.99,53.58,28.71,NA,57.04,73.08,49.96,14.09,42.07,28.81,37.39,47,54.42,60.65,77.82,58.19,55.71,29.7,38.2,76
"77",91.09,34.05,31.77,40.49,29.42,34.04,204.83,66.64,126.75,54.77,77.01,61.23,51.05,28.38,40.39,17.23,24.32,11.18,40.98,36.26,39.68,15.1,28.74,5.01,31.45,57.52,90.65,NA,30.83,72.95,39.98,58.83,82.61,54.41,60.53,30.95,100.04,81.65,67.76,46.41,54.6,47.61,34.17,47.29,35.68,80.5,76.97,59.43,30.57,46.27,45.83,72.25,64.73,38.83,37.56,26.08,35.68,81.38,73.34,33.7,37.66,81.97,43.84,NA,46.99,25.34,57.36,25,39.49,24.98,59.34,20.64,NA,67.3,104.39,43.68,41.12,47.51,85.93,45.76,37.86,65.07,60.33,60.58,41.38,48.89,67.73,51.93,106.43,63.58,45.51,56.71,76.66,57.91,78.48,36.65,68.86,77.93,75.17,30.47,42.44,37.26,34.25,23.99,51.53,58.83,46.77,49.34,46.65,56.55,21.53,NA,41.48,67.86,41.15,14.09,26.29,28.81,57.52,36.32,39.57,53.07,53.25,62.35,60,29.7,38.2,77
"78",117.12,57.62,63.54,58.48,33.09,15.47,190.7,54.14,111.38,19.92,106.63,84.78,25.53,28.38,40.39,22.98,28.37,50.3,27.32,43.51,55.55,60.4,43.11,30.06,54.32,57.52,103.6,NA,51.38,68.09,26.65,50.42,87.2,64.01,84.75,53.06,94.49,81.65,33.88,65.75,74.1,101.56,82.01,87.31,76.45,50.84,81.02,96,65.51,56.56,51.56,72.25,97.1,60.01,59.47,21.73,42.81,45.77,56.42,52.43,30.13,64.15,31.31,NA,57.83,19,83.83,49.99,31.59,84.94,85,30.95,NA,50.48,142.35,63.53,27.41,40.72,101.28,74.36,94.66,56.73,52.79,88.85,27.59,39.11,54.71,57.3,99.77,76.3,91.01,48.61,87.11,77.22,95.92,65.97,96.4,77.93,80.95,86.34,66.03,54.2,48.93,19.19,74.96,84.05,76.95,98.69,69.98,175.61,43.07,NA,77.78,83.52,44.09,46.97,47.33,0,71.9,42.73,24.73,45.49,57.34,87.29,120,38.19,9.55,78
"79",97.6,55,84.72,71.98,44.12,52.61,233.08,58.31,57.61,94.6,94.78,108.33,61.99,63.85,58.74,40.21,40.53,83.83,27.32,72.52,55.55,105.7,51.73,75.16,45.74,136.62,133.82,NA,46.24,48.64,106.61,75.64,110.15,64.01,127.12,57.48,72.25,102.06,60.99,69.62,89.7,107.91,116.18,116.41,101.93,38.13,76.97,118.86,100.44,159.38,51.56,121.69,129.46,109.42,106.42,52.15,71.36,91.55,39.49,41.19,27.62,53.46,72.02,NA,54.22,6.33,97.07,53.56,63.18,144.89,121.88,82.54,NA,33.65,180.31,59.56,89.1,47.51,131.97,77.22,119.9,73.42,86.73,88.85,75.87,63.56,117.23,64.46,99.77,133.52,139.55,85.07,90.59,102.04,78.48,117.28,106.73,101.65,132.99,71.11,108.47,105.02,97.86,52.78,79.64,130.27,90.52,126.89,136.63,261.93,93.32,NA,114.08,93.96,58.78,112.72,89.4,28.81,92.03,98.28,64.31,98.55,122.88,95.6,124.28,55.16,0,79
"80",97.6,70.72,111.19,107.97,88.25,77.37,268.4,95.79,84.5,114.52,112.55,136.59,105.75,170.26,106.47,51.69,52.69,55.89,54.64,130.54,63.49,100.67,74.72,125.26,62.89,201.34,198.57,NA,46.24,107,137.71,109.25,151.46,86.41,175.54,123.81,72.25,132.68,60.99,69.62,136.51,177.74,75.17,145.52,101.93,63.55,93.17,118.86,135.38,195.37,126.04,152.11,151.04,134.13,137.72,78.23,135.58,106.81,107.19,33.7,90.39,110.48,100.21,NA,169.89,31.67,123.54,107.13,114.51,164.88,115.47,123.81,NA,112.17,185.05,131.03,102.8,84.83,147.31,102.96,176.7,110.12,116.89,181.73,151.73,141.79,208.4,102.07,106.43,184.38,154.72,145.83,121.95,107.55,78.48,171.03,123.95,159.25,185.02,126.97,226.37,142.28,107.64,71.98,117.12,197.51,107.12,183.28,203.28,348.25,150.74,NA,93.34,130.5,70.54,173.77,115.69,57.62,138.05,130.32,128.62,174.36,184.32,128.85,98.57,131.54,95.5,80
