zbs,fecha_informe,casos_confirmados_ultimos_14dias,tasa_incidencia_acumulada_ultimos_14dias,casos_confirmados_totales,tasa_incidencia_acumulada_total
Fuentelarreina,2022/01/04 10:19:00,445,2201.34,3335,16497.65
Galapagar,2022/01/04 10:19:00,1212,2771.74,7478,17101.56
Gandhi,2022/01/04 10:19:00,495,2480.21,3482,17446.64
García_Noblejas,2022/01/04 10:19:00,427,1896.85,3338,14828.31
General_Fanjul,2022/01/04 10:19:00,607,2575.64,3702,15708.41
General_Moscardó,2022/01/04 10:19:00,474,2319.21,3417,16718.86
General_Oráa,2022/01/04 10:19:00,669,2522.62,5390,20324.28
General_Ricardos,2022/01/04 10:19:00,561,1999.36,4783,17046.22
Getafe Norte,2022/01/04 10:19:00,399,3462.34,2207,19151.34
Goya,2022/01/04 10:19:00,1520,2536.21,10316,17212.84
Gregorio MaraÒÛn,2022/01/04 10:19:00,988,2439.57,5488,13550.95
GriÒÛn,2022/01/04 10:19:00,1199,2964.89,6807,16832.34
Guadarrama,2022/01/04 10:19:00,510,3079.71,2911,17578.5
Guayaba,2022/01/04 10:19:00,417,2207.98,3189,16885.52
Guzmán_el_Bueno,2022/01/04 10:19:00,654,3001.65,4530,20791.26
Huerta de Los Frailes,2022/01/04 10:19:00,505,2542.67,2661,13398.12
Humanes de Madrid,2022/01/04 10:19:00,803,3224.77,4739,19031.36
Ibiza,2022/01/04 10:19:00,856,2448.23,6338,18127.22
Imperial,2022/01/04 10:19:00,674,2943.36,3970,17337
Infanta_Mercedes,2022/01/04 10:19:00,268,1816.09,2275,15416.41
Isabel II,2022/01/04 10:19:00,816,2375.96,6245,18183.67
Jazmín,2022/01/04 10:19:00,492,2067.57,4166,17507.14
Juan de Austria,2022/01/04 10:19:00,291,1737.73,2393,14289.98
Juan de la Cierva,2022/01/04 10:19:00,938,2446.4,6144,16024.2
Justicia,2022/01/04 10:19:00,394,2692.54,2937,20071.07
La Cabrera,2022/01/04 10:19:00,143,1925.93,1204,16215.49
La_Elipa,2022/01/04 10:19:00,430,3091.97,2671,19206.16
La Garena,2022/01/04 10:19:00,202,2688.67,1078,14348.46
La Marazuela,2022/01/04 10:19:00,255,2222.42,1623,14145.02
La Moraleja,2022/01/04 10:19:00,534,2229.74,4397,18359.85
La Plata,2022/01/04 10:19:00,907,3003.21,4464,14780.97
La Princesa,2022/01/04 10:19:00,512,2778.38,3052,16561.75
La Ribota,2022/01/04 10:19:00,508,2764.63,2958,16097.96
La_Ventilla,2022/01/04 10:19:00,552,2399.06,3804,16532.66
La Veredilla,2022/01/04 10:19:00,270,2216.02,1802,14789.89
Las_Águilas,2022/01/04 10:19:00,640,2285.39,3989,14244.39
Las AmÈricas,2022/01/04 10:19:00,1045,2509.85,6611,15878.09
Las_Calesas,2022/01/04 10:19:00,587,2158.33,5004,18399.09
Las Ciudades,2022/01/04 10:19:00,456,2809.09,2965,18265.26
Las Fronteras,2022/01/04 10:19:00,928,2772.72,6237,18635.15
Las Margaritas,2022/01/04 10:19:00,644,2472.36,4727,18147.27
Las Matas,2022/01/04 10:19:00,211,3147.37,1083,16154.53
Las Olivas,2022/01/04 10:19:00,445,2827.37,2943,18698.77
Las Rozas,2022/01/04 10:19:00,944,2409.88,5952,15194.53
Las_Tablas,2022/01/04 10:19:00,795,2366.28,4982,14828.7
Lavapiés,2022/01/04 10:19:00,642,2600.77,4520,18310.72
LeganÈs Norte,2022/01/04 10:19:00,345,2698.05,2379,18604.83
Legazpi,2022/01/04 10:19:00,634,2237.91,4443,15683.02
Londres,2022/01/04 10:19:00,443,3055.38,2508,17297.74
Los_Alperchines,2022/01/04 10:19:00,665,3471.32,3503,18285.74
Los ¡ngeles,2022/01/04 10:19:00,640,1967.35,5180,15923.27
Los Castillos,2022/01/04 10:19:00,716,2663.79,4182,15558.61
Los_Cármenes,2022/01/04 10:19:00,541,2025.99,4203,15739.8
Los Fresnos,2022/01/04 10:19:00,294,3148.43,1593,17059.33
Los Pedroches,2022/01/04 10:19:00,501,2317.51,3288,15209.55
Los_Rosales,2022/01/04 10:19:00,515,2425.58,3730,17567.82
Los Yébenes,2022/01/04 10:19:00,716,2094,5182,15155.15
Lucero,2022/01/04 10:19:00,931,2337.67,6479,16268.27
Luis Vives,2022/01/04 10:19:00,499,2047.68,3348,13738.77
Majadahonda,2022/01/04 10:19:00,1260,2457.53,9275,18090.15
Manuel Merino,2022/01/04 10:19:00,286,2447.79,1671,14301.61
Manzanares El Real,2022/01/04 10:19:00,515,3102.6,2680,16145.55
Maqueda,2022/01/04 10:19:00,599,2165.19,4470,16157.6
Mar_Báltico,2022/01/04 10:19:00,1392,2100.15,9246,13949.7
MarquÈs de la Valdavia,2022/01/04 10:19:00,505,2842.03,3203,18025.78
Martín_de_Vargas,2022/01/04 10:19:00,423,2423.37,2884,16522.49
Martínez_de_la_Riva,2022/01/04 10:19:00,417,2395.18,3547,20373.35
Marie Curie,2022/01/04 10:19:00,311,2331.68,2054,15399.61
María Montessori,2022/01/04 10:19:00,383,2785.25,2211,16078.83
MarÌa de Guzm·n,2022/01/04 10:19:00,462,2067.67,2941,13162.37
Meco,2022/01/04 10:19:00,452,1712.64,3064,11609.58
Media_Legua,2022/01/04 10:19:00,589,2338.69,4024,15977.76
Mejorada del Campo,2022/01/04 10:19:00,1466,3263.87,7452,16590.97
MendiguchÌa Carriche,2022/01/04 10:19:00,496,2278.68,3280,15068.68
Miguel Servet,2022/01/04 10:19:00,437,2515.11,2983,17168.35
Miguel de Cervantes,2022/01/04 10:19:00,487,1747.65,3482,12495.51
Miraflores,2022/01/04 10:19:00,635,2872.78,4571,20679.52
Mirasierra,2022/01/04 10:19:00,728,2139.6,5696,16740.63
Monforte de Lemos,2022/01/04 10:19:00,310,1858.74,2232,13382.9
Monovar,2022/01/04 10:19:00,463,2169.13,3183,14912.16
Montecarmelo,2022/01/04 10:19:00,395,2077.2,2956,15544.8
Monterrozas,2022/01/04 10:19:00,1108,2858.4,6531,16848.54
Montesa,2022/01/04 10:19:00,656,2649.22,4887,19735.89
Moralzarzal,2022/01/04 10:19:00,494,3704.81,2411,18081.6
Morata de TajuÒa,2022/01/04 10:19:00,207,2637.95,1381,17599.08
MarÌa Jes˙s Hereza,2022/01/04 10:19:00,949,2438.15,5697,14636.59
Méndez_Álvaro,2022/01/04 10:19:00,146,1575.14,1274,13744.74
Navalcarnero,2022/01/04 10:19:00,1033,2433.34,6280,14793.18
Navas del Rey,2022/01/04 10:19:00,247,3447.31,1122,15659.46
Nuestra SeÒora del Pilar,2022/01/04 10:19:00,330,1865.46,2736,15466.37
Numancia,2022/01/04 10:19:00,620,2512.77,4864,19713.06
Núñez_Morgado,2022/01/04 10:19:00,475,1995.97,4105,17249.35
Opañel,2022/01/04 10:19:00,409,2080.15,3358,17078.63
Orcasitas,2022/01/04 10:19:00,503,2171.29,3594,15514.12
Orcasur,2022/01/04 10:19:00,319,2253.14,2509,17721.43
Pacífico,2022/01/04 10:19:00,808,2479.74,5340,16388.41
Palma_Universidad,2022/01/04 10:19:00,777,3030.42,4954,19321.37
Palomares,2022/01/04 10:19:00,255,1908.4,1969,14735.82
Panaderas,2022/01/04 10:19:00,1044,2799.08,6778,18172.56
Paracuellos del Jarama,2022/01/04 10:19:00,741,2859.13,3948,15233.24
Parque Coimbra,2022/01/04 10:19:00,441,3580.71,2436,19779.15
Parque Europa,2022/01/04 10:19:00,874,2578.25,4773,14080.06
Parque Loranca,2022/01/04 10:19:00,1008,3546.05,4905,17255.33
Parque Oeste,2022/01/04 10:19:00,392,2657.63,2177,14759.32
Pavones,2022/01/04 10:19:00,424,2566.59,2953,17875.3
Perales de TajuÒa,2022/01/04 10:19:00,261,2867.5,1510,16589.76
Perales_del_Río,2022/01/04 10:19:00,223,2300.87,1458,15043.33
Peña_Prieta,2022/01/04 10:19:00,451,2520.54,3908,21840.94
PeÒagrande,2022/01/04 10:19:00,592,2381.24,3845,15465.99
Pilar,2022/01/04 10:19:00,717,1715.6,5962,14265.55
Pinto,2022/01/04 10:19:00,599,3083.5,3272,16843.41
Pintores,2022/01/04 10:19:00,577,2325.49,4422,17822.02
Pizarro,2022/01/04 10:19:00,366,2178.44,2530,15058.63
Portazgo,2022/01/04 10:19:00,630,3478.55,3766,20793.99
Potosí,2022/01/04 10:19:00,551,1866.59,4467,15132.63
Pozo_de_Tío_Raimundo,2022/01/04 10:19:00,210,2868.85,1690,23087.43
Pozuelo - EstaciÛn,2022/01/04 10:19:00,944,2307.62,6663,16287.77
Pozuelo - Somosaguas,2022/01/04 10:19:00,576,2472.95,4031,17306.37
PresentaciÛn Sabio,2022/01/04 10:19:00,685,2959.99,3713,16044.42
Prosperidad,2022/01/04 10:19:00,1454,2603.64,9698,17365.92
Puerta_Bonita,2022/01/04 10:19:00,286,1860.89,3057,19890.69
Puerta de Madrid,2022/01/04 10:19:00,230,1769.09,2122,16321.82
Puerta_del_Ángel,2022/01/04 10:19:00,508,2823.48,3388,18830.59
Quinta_de_los_Molinos,2022/01/04 10:19:00,299,2607.25,1742,15190.09
Rafael_Alberti,2022/01/04 10:19:00,607,2952.19,3870,18822.04
RamÛn y Cajal,2022/01/04 10:19:00,525,2605.72,3405,16899.94
RascafrÌa,2022/01/04 10:19:00,45,1667.28,294,10892.92
Reina Victoria,2022/01/04 10:19:00,884,2490.91,6111,17219.42
Rejas,2022/01/04 10:19:00,485,2804.28,2951,17062.73
Reyes CatÛlicos,2022/01/04 10:19:00,572,2717.47,4552,21625.73
Reyes Magos,2022/01/04 10:19:00,454,1587.86,3634,12709.85
Rivas - La Paz,2022/01/04 10:19:00,795,3419.94,4188,18016
Rivas - Santa MÛnica,2022/01/04 10:19:00,996,2699.85,5473,14835.6
Rivas - 1∫ de Mayo,2022/01/04 10:19:00,714,2315.48,3955,12825.92
Robledo de Chavela,2022/01/04 10:19:00,214,2270.08,1321,14012.94
Rosa Luxemburgo,2022/01/04 10:19:00,732,3084.7,4233,17838.18
San_Andrés,2022/01/04 10:19:00,542,2081.73,4853,18639.58
San Blas,2022/01/04 10:19:00,743,2272.87,6134,18764.15
San_Cristóbal,2022/01/04 10:19:00,353,1757.62,3737,18606.85
San_Diego,2022/01/04 10:19:00,657,2412.16,5523,20277.56
San_Fermín,2022/01/04 10:19:00,474,1974.1,4140,17242.1
San Fernando,2022/01/04 10:19:00,661,3238.77,3696,18109.66
San_Isidro,2022/01/04 10:19:00,342,1929.48,3206,18087.45
San Juan de la Cruz,2022/01/04 10:19:00,600,2357.84,4386,17235.82
San Lorenzo de El Escorial,2022/01/04 10:19:00,547,2533.93,3427,15875.3
San MartÌn de Valdeiglesias,2022/01/04 10:19:00,314,2765.3,1964,17296.35
San MartÌn de la Vega,2022/01/04 10:19:00,505,2572.2,3004,15300.77
Sanchinarro,2022/01/04 10:19:00,750,2499.33,5205,17345.37
Santa Eugenia,2022/01/04 10:19:00,600,2431.81,4041,16378.23
Sector Embarcaciones,2022/01/04 10:19:00,605,2070.22,3616,12373.39
Sector III,2022/01/04 10:19:00,723,2448.44,4230,14324.9
Sector Oficios,2022/01/04 10:19:00,478,2502.36,2824,14783.79
Segovia,2022/01/04 10:19:00,610,2584.42,4149,17578.27
Segre,2022/01/04 10:19:00,889,2315.89,7224,18818.87
Sevilla la Nueva,2022/01/04 10:19:00,350,2807.41,2039,16355.18
Sierra de Guadarrama,2022/01/04 10:19:00,425,2751.88,3298,21354.57
Silvano,2022/01/04 10:19:00,931,2274.67,6534,15964.23
Simancas,2022/01/04 10:19:00,670,2334.49,4651,16205.57
Soto del Real,2022/01/04 10:19:00,529,2049.12,3756,14549.12
S·nchez Morate,2022/01/04 10:19:00,457,2629.76,3042,17504.89
Torrelaguna,2022/01/04 10:19:00,189,2881.98,968,14760.6
Torrelodones,2022/01/04 10:19:00,936,2886.13,5653,17430.85
Torres de la Alameda,2022/01/04 10:19:00,537,2026.57,3282,12385.84
V Centenario,2022/01/04 10:19:00,465,2855.04,3060,18787.99
Valdeacederas,2022/01/04 10:19:00,488,1837.83,4165,15685.61
Valdebernardo,2022/01/04 10:19:00,503,2821.09,3118,17487.38
Valdelasfuentes,2022/01/04 10:19:00,762,2882,4384,16580.94
Valdemorillo,2022/01/04 10:19:00,274,2145.32,1625,12723.14
Valdemoro,2022/01/04 10:19:00,1320,2979.75,6579,14851.35
Valderribas,2022/01/04 10:19:00,506,2400.95,2757,13081.85
Valdezarza,2022/01/04 10:19:00,1335,2852.14,8926,19069.8
Valle_Inclán,2022/01/04 10:19:00,269,2569,1711,16340.37
Valle de la Oliva,2022/01/04 10:19:00,554,2652.75,3806,18224.48
Valleaguado,2022/01/04 10:19:00,720,3394.47,3753,17693.65
Vandel,2022/01/04 10:19:00,557,2462.97,3944,17439.75
Vicente_Muzas,2022/01/04 10:19:00,431,2032.64,3264,15393.32
Vicálvaro_Artilleros,2022/01/04 10:19:00,486,2567.9,3239,17114.02
Vicálvaro_Villablanca,2022/01/04 10:19:00,386,2386.69,2754,17028.38
Villa_Vallecas,2022/01/04 10:19:00,714,2603.56,5546,20223.16
Villa del Prado,2022/01/04 10:19:00,216,2242.06,1672,17355.2
Villaamil,2022/01/04 10:19:00,486,1879.64,4395,16997.99
Villanueva de la CaÒada,2022/01/04 10:19:00,797,2188.6,5936,16300.53
Villanueva del Pardillo,2022/01/04 10:19:00,548,3150.15,2912,16739.48
Villarejo de SalvanÈs,2022/01/04 10:19:00,391,2714.52,2501,17363.23
Villaviciosa de OdÛn,2022/01/04 10:19:00,679,2412.25,4313,15322.58
Vinateros_Torito,2022/01/04 10:19:00,740,2368.23,5347,17112.04
Virgen_de_Begoña,2022/01/04 10:19:00,176,1796.28,1754,17901.61
Virgen_del_Cortijo,2022/01/04 10:19:00,349,2460.17,2552,17989.57
Virgen del Val,2022/01/04 10:19:00,224,1848.64,1697,14005.12
Vista_Alegre,2022/01/04 10:19:00,608,1592.42,5989,15685.81
Zofío,2022/01/04 10:19:00,582,1801.13,5590,17299.54
Abrantes,2021/12/28 10:30:00,357,1117.93,4751,14877.56
Acacias,2021/12/28 10:30:00,402,2066.84,2830,14550.13
Adelfas,2021/12/28 10:30:00,543,1842.61,4294,14571.24
Alameda,2021/12/28 10:30:00,485,2217.24,3759,17184.79
Alameda_de_Osuna,2021/12/28 10:30:00,588,1992.34,4341,14708.77
Alcalde BartolomÈ Gonz·lez,2021/12/28 10:30:00,325,1463.63,3437,15478.5
Alcalá_de_Guadaíra,2021/12/28 10:30:00,202,1603.05,2172,17236.73
Alcobendas - Chopera,2021/12/28 10:30:00,432,1534.36,5562,19754.93
Alcocer,2021/12/28 10:30:00,219,1244.88,2861,16263.07
Algete,2021/12/28 10:30:00,584,2059.96,4823,17012.35
Alicante,2021/12/28 10:30:00,343,1371.01,4364,17443.44
Almendrales,2021/12/28 10:30:00,270,1214.68,3753,16884.11
Alpedrete,2021/12/28 10:30:00,332,2237.35,2320,15634.48
Alpes,2021/12/28 10:30:00,711,1960.73,5536,15266.67
Andrés_Mellado,2021/12/28 10:30:00,707,2938.61,4577,19024.07
Ángela_Uriarte,2021/12/28 10:30:00,440,1595.53,5087,18446.53
Antonio_Leyva,2021/12/28 10:30:00,204,1455.69,2153,15363.21
Aquitania,2021/12/28 10:30:00,299,1211.16,3471,14060.03
Aranjuez,2021/12/28 10:30:00,545,1222.16,6603,14807.26
Aravaca,2021/12/28 10:30:00,727,2090.88,6150,17687.66
Arganda del Rey,2021/12/28 10:30:00,379,1732.73,3251,14863.07
Arganda - Felicidad,2021/12/28 10:30:00,708,2034.19,5108,14676.05
Argüelles,2021/12/28 10:30:00,623,2551.81,4344,17793.07
Arroyomolinos,2021/12/28 10:30:00,698,2119.33,4207,12773.65
Barajas,2021/12/28 10:30:00,366,1897.85,2930,15193.16
Barcelona,2021/12/28 10:30:00,289,1377.11,3228,15381.68
Barrio del Puerto,2021/12/28 10:30:00,309,2003.37,2357,15281.38
Baviera,2021/12/28 10:30:00,353,2348.01,2288,15218.84
Benita_de_Ávila,2021/12/28 10:30:00,395,2006.2,2973,15099.8
Boadilla del Monte,2021/12/28 10:30:00,1177,2074.59,8050,14189.02
Br˙jula,2021/12/28 10:30:00,331,1607.81,3300,16029.53
Buenavista,2021/12/28 10:30:00,286,1261.86,3181,14034.86
Buitrago de Lozoya,2021/12/28 10:30:00,84,1494.13,892,15866.24
Bustarviejo,2021/12/28 10:30:00,401,1924.18,3299,15830.13
Butarque,2021/12/28 10:30:00,281,1403.95,2767,13824.63
Cadalso de los Vidrios,2021/12/28 10:30:00,75,1329.79,755,13386.52
Campamento,2021/12/28 10:30:00,218,1380.88,2305,14600.62
Campo Real,2021/12/28 10:30:00,281,1400.66,2754,13727.44
Campo_de_la_Paloma,2021/12/28 10:30:00,297,1526.05,3435,17649.78
Canal_de_Panamá,2021/12/28 10:30:00,595,1891.53,4554,14477.37
Canillejas,2021/12/28 10:30:00,502,1728.35,4553,15675.68
Carabanchel_Alto,2021/12/28 10:30:00,399,1575.46,3221,12718.16
Caramuel,2021/12/28 10:30:00,443,1898.52,3789,16238.11
Carmen Calzado,2021/12/28 10:30:00,191,1221.23,2027,12960.36
Casa_de_Campo,2021/12/28 10:30:00,281,2130.24,2149,16291.41
Castelló,2021/12/28 10:30:00,341,2151.96,2606,16445.79
Castilla la Nueva,2021/12/28 10:30:00,438,1873.48,3676,15723.51
Cea_Bermúdez,2021/12/28 10:30:00,632,3221.04,3761,19168.24
Cercedilla,2021/12/28 10:30:00,260,1765.23,2393,16246.86
Chopera,2021/12/28 10:30:00,693,2169.08,5585,17480.99
Ciempozuelos,2021/12/28 10:30:00,406,1535.26,3668,13870.3
Ciudad San Pablo,2021/12/28 10:30:00,224,1899.27,1971,16711.89
Ciudad de los Periodistas,2021/12/28 10:30:00,429,1704.88,3425,13611.25
Collado Mediano,2021/12/28 10:30:00,245,1887.52,1898,14622.5
Collado Villalba EstaciÛn,2021/12/28 10:30:00,528,1836.39,4986,17341.4
Collado Villalba Pueblo,2021/12/28 10:30:00,452,2239.62,3421,16950.75
Colmenar Viejo Norte,2021/12/28 10:30:00,328,1522.61,3387,15722.77
Colmenar Viejo Sur,2021/12/28 10:30:00,449,1477.17,4118,13547.84
Colmenar de Oreja,2021/12/28 10:30:00,176,979.52,2371,13195.68
Comillas,2021/12/28 10:30:00,420,1825.29,3832,16653.63
Cortes,2021/12/28 10:30:00,652,2371.94,5157,18760.91
Coslada - Jaime Vera,2021/12/28 10:30:00,245,1730.84,2189,15464.5
Cuzco,2021/12/28 10:30:00,364,1727.08,3796,18011.01
Daganzo de Arriba,2021/12/28 10:30:00,259,1426.37,2129,11724.86
Daroca,2021/12/28 10:30:00,685,1958.32,6225,17796.39
Dehesa Vieja,2021/12/28 10:30:00,561,1860.2,3837,12722.99
Dos de Mayo,2021/12/28 10:30:00,637,1983.93,4965,15463.44
Doctor_Cirajas,2021/12/28 10:30:00,601,1727.11,5796,16656.13
Doctor LaÌn Entralgo,2021/12/28 10:30:00,492,2062.2,3399,14246.79
Doctor Luengo RodrÌguez,2021/12/28 10:30:00,711,1752.7,4945,12190.01
Doctor Tamames,2021/12/28 10:30:00,310,1648.32,2956,15717.55
Doctor Trueta,2021/12/28 10:30:00,138,1314.29,1732,16495.24
El Bercial,2021/12/28 10:30:00,333,1759.3,2359,12463.02
El Escorial,2021/12/28 10:30:00,322,1967.61,2329,14231.59
El_Espinillo,2021/12/28 10:30:00,221,1309.16,2799,16580.77
El Greco,2021/12/28 10:30:00,255,1456.64,2755,15737.46
El Juncal,2021/12/28 10:30:00,544,2009.31,4050,14959
El Molar,2021/12/28 10:30:00,436,1304.69,4795,14348.55
El Naranjo,2021/12/28 10:30:00,377,1510.17,3571,14304.6
El_Pardo,2021/12/28 10:30:00,69,1987.9,391,11264.77
El RestÛn,2021/12/28 10:30:00,580,1759.12,4443,13475.48
El Soto,2021/12/28 10:30:00,420,2082.82,3376,16741.88
Eloy_Gonzalo,2021/12/28 10:30:00,744,2361.38,5478,17386.61
Embajadores,2021/12/28 10:30:00,608,2312.14,4156,15804.69
Ensanche_Vallecas,2021/12/28 10:30:00,993,1592.47,8310,13326.7
Entrevías,2021/12/28 10:30:00,366,1298.19,5187,18398.18
Espronceda,2021/12/28 10:30:00,1010,2469.02,6846,16735.52
Estrecho_de_Corea,2021/12/28 10:30:00,571,1732.25,4991,15141.22
Estrella,2021/12/28 10:30:00,254,1740.8,1945,13330.14
Europa,2021/12/28 10:30:00,252,1332.91,2424,12821.33
Federica_Montseny,2021/12/28 10:30:00,302,1520.11,3378,17003.07
Felipe II,2021/12/28 10:30:00,406,1990.88,3349,16422.3
Francia,2021/12/28 10:30:00,551,1603.94,5634,16400.31
Fuencarral,2021/12/28 10:30:00,331,1554.57,3201,15033.82
Fuente el Saz,2021/12/28 10:30:00,324,1600.32,3072,15173.37
Fuentelarreina,2021/12/28 10:30:00,413,2043.04,3155,15607.22
Galapagar,2021/12/28 10:30:00,763,1744.92,6850,15665.38
Gandhi,2021/12/28 10:30:00,334,1673.51,3226,16163.94
García_Noblejas,2021/12/28 10:30:00,297,1319.35,3123,13873.22
General_Fanjul,2021/12/28 10:30:00,369,1565.75,3365,14278.44
General_Moscardó,2021/12/28 10:30:00,430,2103.92,3234,15823.47
General_Oráa,2021/12/28 10:30:00,764,2880.84,5107,19257.16
General_Ricardos,2021/12/28 10:30:00,375,1336.47,4501,16041.2
Getafe Norte,2021/12/28 10:30:00,228,1978.48,1969,17086.08
Goya,2021/12/28 10:30:00,1481,2471.13,9687,16163.32
Gregorio MaraÒÛn,2021/12/28 10:30:00,644,1590.16,4978,12291.66
GriÒÛn,2021/12/28 10:30:00,709,1753.21,6174,15267.06
Guadarrama,2021/12/28 10:30:00,274,1654.59,2628,15869.57
Guayaba,2021/12/28 10:30:00,238,1260.19,2931,15519.43
Guzmán_el_Bueno,2021/12/28 10:30:00,671,3079.68,4245,19483.2
Huerta de Los Frailes,2021/12/28 10:30:00,335,1686.72,2428,12224.96
Humanes de Madrid,2021/12/28 10:30:00,448,1799.12,4309,17304.53
Ibiza,2021/12/28 10:30:00,721,2062.12,5916,16920.26
Imperial,2021/12/28 10:30:00,526,2297.04,3674,16044.37
Infanta_Mercedes,2021/12/28 10:30:00,266,1802.53,2156,14610.02
Isabel II,2021/12/28 10:30:00,374,1088.98,5731,16687.05
Jazmín,2021/12/28 10:30:00,434,1823.84,3923,16485.96
Juan de Austria,2021/12/28 10:30:00,181,1080.86,2250,13436.04
Juan de la Cierva,2021/12/28 10:30:00,569,1484.01,5647,14727.97
Justicia,2021/12/28 10:30:00,391,2672.04,2781,19004.99
La Cabrera,2021/12/28 10:30:00,86,1158.25,1110,14949.49
La_Elipa,2021/12/28 10:30:00,302,2171.57,2451,17624.22
La Garena,2021/12/28 10:30:00,148,1969.92,977,13004.13
La Marazuela,2021/12/28 10:30:00,171,1490.33,1493,13012.03
La Moraleja,2021/12/28 10:30:00,515,2150.4,4167,17399.47
La Plata,2021/12/28 10:30:00,502,1662.2,4015,13294.26
La Princesa,2021/12/28 10:30:00,320,1736.49,2778,15074.89
La Ribota,2021/12/28 10:30:00,261,1420.41,2623,14274.83
La_Ventilla,2021/12/28 10:30:00,397,1725.41,3526,15324.44
La Veredilla,2021/12/28 10:30:00,154,1263.95,1682,13804.99
Las_Águilas,2021/12/28 10:30:00,421,1503.36,3663,13080.27
Las AmÈricas,2021/12/28 10:30:00,585,1405.03,5998,14405.8
Las_Calesas,2021/12/28 10:30:00,396,1456.04,4700,17281.32
Las Ciudades,2021/12/28 10:30:00,274,1687.92,2702,16645.11
Las Fronteras,2021/12/28 10:30:00,466,1392.33,5671,16944.04
Las Margaritas,2021/12/28 10:30:00,433,1662.32,4359,16734.49
Las Matas,2021/12/28 10:30:00,146,2177.8,990,14767.3
Las Olivas,2021/12/28 10:30:00,227,1442.28,2674,16989.64
Las Rozas,2021/12/28 10:30:00,691,1764.02,5488,14010.01
Las_Tablas,2021/12/28 10:30:00,678,2018.04,4647,13831.59
Lavapiés,2021/12/28 10:30:00,515,2086.29,4232,17144.01
LeganÈs Norte,2021/12/28 10:30:00,232,1814.34,2214,17314.46
Legazpi,2021/12/28 10:30:00,549,1937.88,4181,14758.21
Londres,2021/12/28 10:30:00,380,2620.87,2321,16008
Los_Alperchines,2021/12/28 10:30:00,395,2061.91,3161,16500.5
Los ¡ngeles,2021/12/28 10:30:00,389,1195.78,4805,14770.53
Los Castillos,2021/12/28 10:30:00,475,1767.18,3845,14304.85
Los_Cármenes,2021/12/28 10:30:00,303,1134.7,3907,14631.31
Los Fresnos,2021/12/28 10:30:00,179,1916.9,1456,15592.2
Los Pedroches,2021/12/28 10:30:00,313,1447.87,3000,13877.32
Los_Rosales,2021/12/28 10:30:00,288,1356.44,3441,16206.67
Los Yébenes,2021/12/28 10:30:00,437,1278.04,4765,13935.6
Lucero,2021/12/28 10:30:00,610,1531.66,5980,15015.32
Luis Vives,2021/12/28 10:30:00,335,1374.7,3107,12749.81
Majadahonda,2021/12/28 10:30:00,849,1655.91,8585,16744.36
Manuel Merino,2021/12/28 10:30:00,168,1437.86,1531,13103.39
Manzanares El Real,2021/12/28 10:30:00,336,2024.22,2429,14633.41
Maqueda,2021/12/28 10:30:00,373,1348.27,4148,14993.67
Mar_Báltico,2021/12/28 10:30:00,1041,1570.59,8579,12943.38
MarquÈs de la Valdavia,2021/12/28 10:30:00,357,2009.12,2935,16517.53
Martín_de_Vargas,2021/12/28 10:30:00,365,2091.09,2703,15485.53
Martínez_de_la_Riva,2021/12/28 10:30:00,210,1206.2,3306,18989.09
Marie Curie,2021/12/28 10:30:00,191,1432,1902,14260.01
María Montessori,2021/12/28 10:30:00,284,2065.3,2044,14864.37
MarÌa de Guzm·n,2021/12/28 10:30:00,259,1159.15,2658,11895.81
Meco,2021/12/28 10:30:00,303,1148.08,2862,10844.2
Media_Legua,2021/12/28 10:30:00,409,1623.98,3733,14822.31
Mejorada del Campo,2021/12/28 10:30:00,733,1631.94,6589,14669.61
MendiguchÌa Carriche,2021/12/28 10:30:00,287,1318.51,3001,13786.93
