zbs,fecha_informe,casos_confirmados_ultimos_14dias,tasa_incidencia_acumulada_ultimos_14dias,casos_confirmados_totales,tasa_incidencia_acumulada_total
Sector Embarcaciones,2021/08/10 12:16:00,117,400.36,2471,8455.38
Sector III,2021/08/10 12:16:00,143,484.27,2886,9773.44
Sector Oficios,2021/08/10 12:16:00,67,350.75,1983,10381.11
Segovia,2021/08/10 12:16:00,200,847.35,3013,12765.33
Segre,2021/08/10 12:16:00,198,515.8,5380,14015.16
Sevilla la Nueva,2021/08/10 12:16:00,52,417.1,1456,11678.83
Sierra de Guadarrama,2021/08/10 12:16:00,109,705.78,2536,16420.62
Silvano,2021/08/10 12:16:00,208,508.2,4710,11507.73
Simancas,2021/08/10 12:16:00,193,672.47,3375,11759.58
Soto del Real,2021/08/10 12:16:00,120,464.83,2479,9602.57
S·nchez Morate,2021/08/10 12:16:00,116,667.51,2155,12400.74
Torrelaguna,2021/08/10 12:16:00,11,167.73,598,9118.63
Torrelodones,2021/08/10 12:16:00,253,780.12,3952,12185.87
Torres de la Alameda,2021/08/10 12:16:00,136,513.25,2292,8649.71
V Centenario,2021/08/10 12:16:00,118,724.5,2290,14060.29
Valdeacederas,2021/08/10 12:16:00,173,651.53,3161,11904.49
Valdebernardo,2021/08/10 12:16:00,119,667.41,2219,12445.32
Valdelasfuentes,2021/08/10 12:16:00,139,525.72,3088,11679.27
Valdemorillo,2021/08/10 12:16:00,53,414.97,1165,9121.52
Valdemoro,2021/08/10 12:16:00,283,638.84,4280,9661.62
Valderribas,2021/08/10 12:16:00,77,365.36,1837,8716.49
Valdezarza,2021/08/10 12:16:00,233,497.79,6405,13683.85
Valle_Inclán,2021/08/10 12:16:00,75,716.26,1258,12014.13
Valle de la Oliva,2021/08/10 12:16:00,149,713.46,2822,13512.74
Valleaguado,2021/08/10 12:16:00,130,612.89,2598,12248.36
Vandel,2021/08/10 12:16:00,122,539.46,2882,12743.75
Vicente_Muzas,2021/08/10 12:16:00,83,391.44,2413,11379.93
Vicálvaro_Artilleros,2021/08/10 12:16:00,94,496.67,2340,12363.94
Vicálvaro_Villablanca,2021/08/10 12:16:00,127,785.26,1986,12279.73
Villa_Vallecas,2021/08/10 12:16:00,221,805.86,4243,15471.85
Villa del Prado,2021/08/10 12:16:00,53,550.13,1259,13068.3
Villaamil,2021/08/10 12:16:00,145,560.8,3475,13439.82
Villanueva de la CaÒada,2021/08/10 12:16:00,168,461.34,4309,11832.71
Villanueva del Pardillo,2021/08/10 12:16:00,113,649.57,2053,11801.56
Villarejo de SalvanÈs,2021/08/10 12:16:00,49,340.18,1792,12440.99
Villaviciosa de OdÛn,2021/08/10 12:16:00,132,468.95,3073,10917.29
Vinateros_Torito,2021/08/10 12:16:00,182,582.46,4075,13041.25
Virgen_de_Begoña,2021/08/10 12:16:00,61,622.58,1365,13931.41
Virgen_del_Cortijo,2021/08/10 12:16:00,60,422.95,1875,13217.26
Virgen del Val,2021/08/10 12:16:00,92,759.26,1190,9820.91
Vista_Alegre,2021/08/10 12:16:00,252,660.01,4756,12456.46
Zofío,2021/08/10 12:16:00,315,974.84,4335,13415.65
Abrantes,2021/08/03 12:27:00,221,692.05,3794,11880.75
Acacias,2021/08/03 12:27:00,141,724.94,2142,11012.85
Adelfas,2021/08/03 12:27:00,244,827.99,3291,11167.67
Alameda,2021/08/03 12:27:00,256,1170.34,2860,13074.88
Alameda_de_Osuna,2021/08/03 12:27:00,190,643.78,3274,11093.42
Alcalde BartolomÈ Gonz·lez,2021/08/03 12:27:00,155,698.04,2665,12001.8
Alcalá_de_Guadaíra,2021/08/03 12:27:00,86,682.49,1778,14109.99
Alcobendas - Chopera,2021/08/03 12:27:00,262,930.56,4556,16181.85
Alcocer,2021/08/03 12:27:00,180,1023.19,2281,12966.12
Algete,2021/08/03 12:27:00,197,694.89,3632,12811.29
Alicante,2021/08/03 12:27:00,201,803.42,3505,14009.91
Almendrales,2021/08/03 12:27:00,207,931.26,3012,13550.48
Alpedrete,2021/08/03 12:27:00,92,619.99,1740,11725.86
Alpes,2021/08/03 12:27:00,272,750.1,4254,11731.29
Andrés_Mellado,2021/08/03 12:27:00,188,781.41,3455,14360.53
Ángela_Uriarte,2021/08/03 12:27:00,278,1008.09,4051,14689.78
Antonio_Leyva,2021/08/03 12:27:00,107,763.52,1714,12230.63
Aquitania,2021/08/03 12:27:00,127,514.44,2740,11098.96
Aranjuez,2021/08/03 12:27:00,319,715.36,5193,11645.33
Aravaca,2021/08/03 12:27:00,317,911.71,4781,13750.36
Arganda del Rey,2021/08/03 12:27:00,150,685.78,2467,11278.75
Arganda - Felicidad,2021/08/03 12:27:00,192,551.64,3671,10547.34
Argüelles,2021/08/03 12:27:00,278,1138.69,3333,13652
Arroyomolinos,2021/08/03 12:27:00,192,582.97,2855,8668.59
Barajas,2021/08/03 12:27:00,151,782.99,2248,11656.73
Barcelona,2021/08/03 12:27:00,151,719.53,2571,12251.02
Barrio del Puerto,2021/08/03 12:27:00,84,544.61,1723,11170.9
Baviera,2021/08/03 12:27:00,130,864.71,1716,11414.13
Benita_de_Ávila,2021/08/03 12:27:00,133,675.5,2274,11549.6
Boadilla del Monte,2021/08/03 12:27:00,444,782.6,5864,10335.95
Br˙jula,2021/08/03 12:27:00,152,738.33,2561,12439.89
Buenavista,2021/08/03 12:27:00,161,710.35,2533,11175.82
Buitrago de Lozoya,2021/08/03 12:27:00,59,1049.45,697,12397.72
Bustarviejo,2021/08/03 12:27:00,186,892.51,2569,12327.26
Butarque,2021/08/03 12:27:00,130,649.51,2043,10207.34
Cadalso de los Vidrios,2021/08/03 12:27:00,36,638.3,592,10496.45
Campamento,2021/08/03 12:27:00,114,722.11,1829,11585.48
Campo Real,2021/08/03 12:27:00,129,643.01,2075,10342.94
Campo_de_la_Paloma,2021/08/03 12:27:00,166,852.94,2741,14083.86
Canal_de_Panamá,2021/08/03 12:27:00,179,569.05,3399,10805.57
Canillejas,2021/08/03 12:27:00,199,685.14,3537,12177.66
Carabanchel_Alto,2021/08/03 12:27:00,146,576.48,2472,9760.72
Caramuel,2021/08/03 12:27:00,169,724.27,2892,12393.93
Carmen Calzado,2021/08/03 12:27:00,84,537.08,1574,10063.94
Casa_de_Campo,2021/08/03 12:27:00,122,924.87,1658,12569.18
Castelló,2021/08/03 12:27:00,124,782.53,2018,12735.08
Castilla la Nueva,2021/08/03 12:27:00,180,769.92,2794,11950.9
Cea_Bermúdez,2021/08/03 12:27:00,167,851.13,2805,14295.91
Cercedilla,2021/08/03 12:27:00,84,570.3,1811,12295.47
Chopera,2021/08/03 12:27:00,270,845.1,4306,13477.73
Ciempozuelos,2021/08/03 12:27:00,216,816.79,2845,10758.18
Ciudad San Pablo,2021/08/03 12:27:00,109,924.2,1490,12633.54
Ciudad de los Periodistas,2021/08/03 12:27:00,138,548.42,2658,10563.13
Collado Mediano,2021/08/03 12:27:00,92,708.78,1399,10778.12
Collado Villalba EstaciÛn,2021/08/03 12:27:00,186,646.91,3899,13560.8
Collado Villalba Pueblo,2021/08/03 12:27:00,154,763.06,2640,13080.96
Colmenar Viejo Norte,2021/08/03 12:27:00,136,631.32,2618,12153
Colmenar Viejo Sur,2021/08/03 12:27:00,204,671.14,3134,10310.57
Colmenar de Oreja,2021/08/03 12:27:00,97,539.85,1943,10813.67
Comillas,2021/08/03 12:27:00,183,795.31,2968,12898.74
Cortes,2021/08/03 12:27:00,320,1164.14,3991,14519.06
Coslada - Jaime Vera,2021/08/03 12:27:00,104,734.72,1675,11833.27
Cuzco,2021/08/03 12:27:00,206,977.42,2996,14215.22
Daganzo de Arriba,2021/08/03 12:27:00,145,798.55,1632,8987.77
Daroca,2021/08/03 12:27:00,321,917.69,4840,13836.87
Dehesa Vieja,2021/08/03 12:27:00,168,557.07,2830,9383.91
Dos de Mayo,2021/08/03 12:27:00,213,663.39,3771,11744.74
Doctor_Cirajas,2021/08/03 12:27:00,263,755.79,4601,13222.02
Doctor LaÌn Entralgo,2021/08/03 12:27:00,174,729.32,2516,10545.73
Doctor Luengo RodrÌguez,2021/08/03 12:27:00,193,475.77,3589,8847.31
Doctor Tamames,2021/08/03 12:27:00,121,643.38,2310,12282.66
Doctor Trueta,2021/08/03 12:27:00,77,733.33,1399,13323.81
El Bercial,2021/08/03 12:27:00,113,597,1632,8622.15
El Escorial,2021/08/03 12:27:00,110,672.17,1715,10479.68
El_Espinillo,2021/08/03 12:27:00,117,693.09,2239,13263.43
El Greco,2021/08/03 12:27:00,113,645.49,2031,11601.74
El Juncal,2021/08/03 12:27:00,182,672.23,3001,11084.44
El Molar,2021/08/03 12:27:00,201,601.47,3704,11083.85
El Naranjo,2021/08/03 12:27:00,158,632.91,2759,11051.91
El_Pardo,2021/08/03 12:27:00,7,201.67,279,8038.03
El RestÛn,2021/08/03 12:27:00,243,737.01,3239,9823.78
El Soto,2021/08/03 12:27:00,163,808.33,2643,13106.87
Eloy_Gonzalo,2021/08/03 12:27:00,263,834.74,4108,13038.37
Embajadores,2021/08/03 12:27:00,204,775.78,3123,11876.33
Ensanche_Vallecas,2021/08/03 12:27:00,456,731.28,6206,9952.53
Entrevías,2021/08/03 12:27:00,252,893.84,4152,14727.06
Espronceda,2021/08/03 12:27:00,326,796.93,5227,12777.76
Estrecho_de_Corea,2021/08/03 12:27:00,244,740.22,3882,11776.84
Estrella,2021/08/03 12:27:00,106,726.48,1529,10479.06
Europa,2021/08/03 12:27:00,76,401.99,1866,9869.88
Federica_Montseny,2021/08/03 12:27:00,130,654.35,2722,13701.11
Felipe II,2021/08/03 12:27:00,129,632.57,2572,12612.17
Francia,2021/08/03 12:27:00,290,844.18,4431,12898.44
Fuencarral,2021/08/03 12:27:00,172,807.82,2510,11788.47
Fuente el Saz,2021/08/03 12:27:00,170,839.67,2339,11552.9
Fuentelarreina,2021/08/03 12:27:00,153,756.86,2432,12030.67
Galapagar,2021/08/03 12:27:00,297,679.21,5215,11926.27
Gandhi,2021/08/03 12:27:00,142,711.49,2567,12862.01
García_Noblejas,2021/08/03 12:27:00,169,750.74,2427,10781.4
General_Fanjul,2021/08/03 12:27:00,137,581.32,2578,10939.02
General_Moscardó,2021/08/03 12:27:00,130,636.07,2508,12271.26
General_Oráa,2021/08/03 12:27:00,233,878.58,3867,14581.45
General_Ricardos,2021/08/03 12:27:00,216,769.81,3591,12798.03
Getafe Norte,2021/08/03 12:27:00,96,833.04,1452,12599.79
Goya,2021/08/03 12:27:00,438,730.83,7277,12142.09
Gregorio MaraÒÛn,2021/08/03 12:27:00,238,587.67,3677,9079.24
GriÒÛn,2021/08/03 12:27:00,288,712.17,4693,11604.85
Guadarrama,2021/08/03 12:27:00,100,603.86,2049,12373.19
Guayaba,2021/08/03 12:27:00,133,704.23,2294,12146.56
Guzmán_el_Bueno,2021/08/03 12:27:00,171,784.84,3170,14549.29
Huerta de Los Frailes,2021/08/03 12:27:00,114,573.99,1797,9047.88
Humanes de Madrid,2021/08/03 12:27:00,228,915.63,3228,12963.33
Ibiza,2021/08/03 12:27:00,291,832.28,4686,13402.36
Imperial,2021/08/03 12:27:00,176,768.59,2803,12240.71
Infanta_Mercedes,2021/08/03 12:27:00,116,786.07,1710,11587.72
Isabel II,2021/08/03 12:27:00,250,727.93,4462,12992.08
Jazmín,2021/08/03 12:27:00,221,928.73,3129,13149.27
Juan de Austria,2021/08/03 12:27:00,110,656.87,1761,10515.94
Juan de la Cierva,2021/08/03 12:27:00,246,641.59,4136,10787.13
Justicia,2021/08/03 12:27:00,156,1066.08,2084,14241.78
La Cabrera,2021/08/03 12:27:00,51,686.87,839,11299.66
La_Elipa,2021/08/03 12:27:00,115,826.92,1906,13705.33
La Garena,2021/08/03 12:27:00,47,625.58,681,9064.29
La Marazuela,2021/08/03 12:27:00,68,592.64,1149,10013.94
La Moraleja,2021/08/03 12:27:00,182,759.95,3250,13570.5
La Plata,2021/08/03 12:27:00,178,589.38,2984,9880.47
La Princesa,2021/08/03 12:27:00,118,640.33,2146,11645.32
La Ribota,2021/08/03 12:27:00,123,669.39,2092,11385.03
La_Ventilla,2021/08/03 12:27:00,200,869.23,2803,12182.19
La Veredilla,2021/08/03 12:27:00,84,689.43,1335,10956.99
Las_Águilas,2021/08/03 12:27:00,153,546.35,2793,9973.58
Las AmÈricas,2021/08/03 12:27:00,245,588.43,4499,10805.55
Las_Calesas,2021/08/03 12:27:00,223,819.94,3786,13920.65
Las Ciudades,2021/08/03 12:27:00,127,782.36,2032,12517.71
Las Fronteras,2021/08/03 12:27:00,218,651.35,4503,13454.24
Las Margaritas,2021/08/03 12:27:00,151,579.7,3299,12665.08
Las Matas,2021/08/03 12:27:00,57,850.24,695,10366.95
Las Olivas,2021/08/03 12:27:00,144,914.92,2150,13660.33
Las Rozas,2021/08/03 12:27:00,280,714.8,4194,10706.63
Las_Tablas,2021/08/03 12:27:00,185,550.64,3306,9840.16
Lavapiés,2021/08/03 12:27:00,246,996.56,3309,13404.9
LeganÈs Norte,2021/08/03 12:27:00,147,1149.61,1717,13427.7
Legazpi,2021/08/03 12:27:00,172,607.13,3144,11097.78
Londres,2021/08/03 12:27:00,115,793.16,1738,11987.03
Los_Alperchines,2021/08/03 12:27:00,165,861.3,2356,12298.38
Los ¡ngeles,2021/08/03 12:27:00,251,771.57,3849,11831.79
Los Castillos,2021/08/03 12:27:00,170,632.46,2937,10926.75
Los_Cármenes,2021/08/03 12:27:00,228,853.84,3129,11717.78
Los Fresnos,2021/08/03 12:27:00,65,696.08,1048,11222.96
Los Pedroches,2021/08/03 12:27:00,119,550.47,2350,10870.57
Los_Rosales,2021/08/03 12:27:00,164,772.42,2671,12580.07
Los Yébenes,2021/08/03 12:27:00,246,719.45,3772,11031.5
Lucero,2021/08/03 12:27:00,254,637.77,4629,11623.06
Luis Vives,2021/08/03 12:27:00,146,599.12,2297,9425.91
Majadahonda,2021/08/03 12:27:00,371,723.61,6957,13569.07
Manuel Merino,2021/08/03 12:27:00,65,556.32,1102,9431.7
Manzanares El Real,2021/08/03 12:27:00,118,710.89,1790,10783.78
Maqueda,2021/08/03 12:27:00,193,697.63,3277,11845.29
Mar_Báltico,2021/08/03 12:27:00,331,499.39,6681,10079.81
MarquÈs de la Valdavia,2021/08/03 12:27:00,107,602.17,2279,12825.71
Martín_de_Vargas,2021/08/03 12:27:00,127,727.59,2069,11853.34
Martínez_de_la_Riva,2021/08/03 12:27:00,176,1010.91,2692,15462.38
Marie Curie,2021/08/03 12:27:00,84,629.78,1496,11216.07
María Montessori,2021/08/03 12:27:00,80,581.78,1565,11380.99
MarÌa de Guzm·n,2021/08/03 12:27:00,122,546.01,2091,9358.22
Meco,2021/08/03 12:27:00,156,591.09,2198,8328.28
Media_Legua,2021/08/03 12:27:00,170,675,2925,11614.06
Mejorada del Campo,2021/08/03 12:27:00,302,672.37,4970,11065.1
MendiguchÌa Carriche,2021/08/03 12:27:00,144,661.55,2341,10754.81
Miguel Servet,2021/08/03 12:27:00,90,517.99,2188,12592.81
Miguel de Cervantes,2021/08/03 12:27:00,163,584.94,2441,8759.78
Miraflores,2021/08/03 12:27:00,220,995.29,3386,15318.49
Mirasierra,2021/08/03 12:27:00,320,940.48,4208,12367.38
Monforte de Lemos,2021/08/03 12:27:00,99,593.6,1630,9773.35
Monovar,2021/08/03 12:27:00,144,674.63,2306,10803.47
Montecarmelo,2021/08/03 12:27:00,119,625.79,2146,11285.23
Monterrozas,2021/08/03 12:27:00,317,817.79,4497,11601.27
Montesa,2021/08/03 12:27:00,207,835.96,3521,14219.37
Moralzarzal,2021/08/03 12:27:00,100,749.96,1614,12104.39
Morata de TajuÒa,2021/08/03 12:27:00,45,573.47,931,11864.41
MarÌa Jes˙s Hereza,2021/08/03 12:27:00,243,624.31,3927,10089.15
Méndez_Álvaro,2021/08/03 12:27:00,47,507.07,944,10184.49
Navalcarnero,2021/08/03 12:27:00,307,723.17,4391,10343.45
Navas del Rey,2021/08/03 12:27:00,41,572.23,662,9239.36
Nuestra SeÒora del Pilar,2021/08/03 12:27:00,131,740.53,1949,11017.52
Numancia,2021/08/03 12:27:00,208,842.99,3656,14817.22
Núñez_Morgado,2021/08/03 12:27:00,195,819.4,3105,13047.31
Opañel,2021/08/03 12:27:00,162,823.92,2487,12648.76
Orcasitas,2021/08/03 12:27:00,189,815.85,2578,11128.38
Orcasur,2021/08/03 12:27:00,139,981.78,1751,12367.57
Pacífico,2021/08/03 12:27:00,240,736.56,3652,11207.95
Palma_Universidad,2021/08/03 12:27:00,262,1021.84,3450,13455.54
Palomares,2021/08/03 12:27:00,77,576.26,1496,11195.93
Panaderas,2021/08/03 12:27:00,395,1059.04,4810,12896.13
Paracuellos del Jarama,2021/08/03 12:27:00,168,648.22,2568,9908.55
Parque Coimbra,2021/08/03 12:27:00,87,706.4,1631,13242.94
Parque Europa,2021/08/03 12:27:00,209,616.54,3116,9192.01
Parque Loranca,2021/08/03 12:27:00,246,865.4,3166,11137.69
Parque Oeste,2021/08/03 12:27:00,90,610.17,1430,9694.92
Pavones,2021/08/03 12:27:00,122,738.5,2119,12826.88
Perales de TajuÒa,2021/08/03 12:27:00,51,560.32,994,10920.68
Perales_del_Río,2021/08/03 12:27:00,64,660.34,1042,10751.13
Peña_Prieta,2021/08/03 12:27:00,192,1073.05,3021,16883.7
PeÒagrande,2021/08/03 12:27:00,150,603.35,2728,10973.01
Pilar,2021/08/03 12:27:00,241,576.65,4439,10621.4
Pinto,2021/08/03 12:27:00,161,828.79,2174,11191.19
Pintores,2021/08/03 12:27:00,175,705.3,3140,12655.17
Pizarro,2021/08/03 12:27:00,113,672.58,1830,10892.21
Portazgo,2021/08/03 12:27:00,150,828.23,2644,14598.86
Potosí,2021/08/03 12:27:00,176,596.23,3245,10992.92
Pozo_de_Tío_Raimundo,2021/08/03 12:27:00,69,942.62,1258,17185.79
Pozuelo - EstaciÛn,2021/08/03 12:27:00,368,899.58,4787,11701.87
Pozuelo - Somosaguas,2021/08/03 12:27:00,213,914.48,2894,12424.87
PresentaciÛn Sabio,2021/08/03 12:27:00,164,708.67,2553,11031.89
Prosperidad,2021/08/03 12:27:00,403,721.64,6792,12162.23
Puerta_Bonita,2021/08/03 12:27:00,118,767.78,2365,15388.12
Puerta de Madrid,2021/08/03 12:27:00,106,815.32,1476,11352.97
Puerta_del_Ángel,2021/08/03 12:27:00,165,917.07,2372,13183.64
Quinta_de_los_Molinos,2021/08/03 12:27:00,64,558.07,1216,10603.42
Rafael_Alberti,2021/08/03 12:27:00,147,714.95,2741,13331.06
RamÛn y Cajal,2021/08/03 12:27:00,173,858.65,2475,12284.1
RascafrÌa,2021/08/03 12:27:00,10,370.51,198,7336.05
Reina Victoria,2021/08/03 12:27:00,234,659.36,4368,12308.04
Rejas,2021/08/03 12:27:00,166,959.81,2023,11697.02
Reyes CatÛlicos,2021/08/03 12:27:00,156,741.13,3424,16266.81
Reyes Magos,2021/08/03 12:27:00,165,577.08,2660,9303.3
Rivas - La Paz,2021/08/03 12:27:00,169,727.01,2833,12187.04
Rivas - Santa MÛnica,2021/08/03 12:27:00,239,647.85,3597,9750.35
Rivas - 1∫ de Mayo,2021/08/03 12:27:00,160,518.87,2623,8506.29
Robledo de Chavela,2021/08/03 12:27:00,42,445.53,874,9271.24
Rosa Luxemburgo,2021/08/03 12:27:00,194,817.53,2939,12385.17
San_Andrés,2021/08/03 12:27:00,216,829.62,3604,13842.37
San Blas,2021/08/03 12:27:00,280,856.53,4383,13407.77
San_Cristóbal,2021/08/03 12:27:00,138,687.11,2881,14344.75
San_Diego,2021/08/03 12:27:00,240,881.15,4130,15163.2
San_Fermín,2021/08/03 12:27:00,171,712.17,2990,12452.63
San Fernando,2021/08/03 12:27:00,166,813.37,2620,12837.47
San_Isidro,2021/08/03 12:27:00,169,953.46,2437,13748.94
San Juan de la Cruz,2021/08/03 12:27:00,217,852.75,3168,12449.4
San Lorenzo de El Escorial,2021/08/03 12:27:00,109,504.93,2260,10469.26
San MartÌn de Valdeiglesias,2021/08/03 12:27:00,70,616.47,1268,11166.89
San MartÌn de la Vega,2021/08/03 12:27:00,93,473.69,2099,10691.18
Sanchinarro,2021/08/03 12:27:00,268,893.1,3682,12270.06
Santa Eugenia,2021/08/03 12:27:00,204,826.81,2882,11680.78
Sector Embarcaciones,2021/08/03 12:27:00,207,708.32,2429,8311.66
Sector III,2021/08/03 12:27:00,173,585.86,2826,9570.25
Sector Oficios,2021/08/03 12:27:00,128,670.09,1957,10245
Segovia,2021/08/03 12:27:00,254,1076.13,2935,12434.86
Segre,2021/08/03 12:27:00,322,838.83,5291,13783.31
Sevilla la Nueva,2021/08/03 12:27:00,100,802.12,1432,11486.32
Sierra de Guadarrama,2021/08/03 12:27:00,118,764.05,2481,16064.49
Silvano,2021/08/03 12:27:00,323,789.17,4634,11322.05
Simancas,2021/08/03 12:27:00,243,846.69,3298,11491.29
Soto del Real,2021/08/03 12:27:00,139,538.43,2422,9381.78
S·nchez Morate,2021/08/03 12:27:00,120,690.53,2104,12107.26
Torrelaguna,2021/08/03 12:27:00,18,274.47,593,9042.39
Torrelodones,2021/08/03 12:27:00,301,928.12,3825,11794.27
Torres de la Alameda,2021/08/03 12:27:00,142,535.89,2224,8393.09
V Centenario,2021/08/03 12:27:00,117,718.36,2231,13698.04
Valdeacederas,2021/08/03 12:27:00,217,817.23,3091,11640.87
Valdebernardo,2021/08/03 12:27:00,130,729.11,2164,12136.85
Valdelasfuentes,2021/08/03 12:27:00,187,707.26,3018,11414.52
Valdemorillo,2021/08/03 12:27:00,69,540.24,1147,8980.58
Valdemoro,2021/08/03 12:27:00,298,672.7,4150,9368.16
Valderribas,2021/08/03 12:27:00,100,474.5,1804,8559.91
Valdezarza,2021/08/03 12:27:00,305,651.61,6291,13440.3
Valle_Inclán,2021/08/03 12:27:00,86,821.32,1242,11861.33
Valle de la Oliva,2021/08/03 12:27:00,181,866.69,2753,13182.34
Valleaguado,2021/08/03 12:27:00,145,683.61,2542,11984.35
Vandel,2021/08/03 12:27:00,176,778.24,2837,12544.77
Vicente_Muzas,2021/08/03 12:27:00,137,646.1,2380,11224.3
Vicálvaro_Artilleros,2021/08/03 12:27:00,96,507.24,2300,12152.59
Vicálvaro_Villablanca,2021/08/03 12:27:00,114,704.88,1916,11846.91
Villa_Vallecas,2021/08/03 12:27:00,173,630.83,4121,15026.98
Villa del Prado,2021/08/03 12:27:00,63,653.93,1229,12756.9
Villaamil,2021/08/03 12:27:00,238,920.48,3424,13242.57
Villanueva de la CaÒada,2021/08/03 12:27:00,271,744.18,4216,11577.33
Villanueva del Pardillo,2021/08/03 12:27:00,126,724.3,2002,11508.39
Villarejo de SalvanÈs,2021/08/03 12:27:00,84,583.17,1774,12316.02
Villaviciosa de OdÛn,2021/08/03 12:27:00,196,696.32,3017,10718.35
Vinateros_Torito,2021/08/03 12:27:00,224,716.87,4007,12823.63
Virgen_de_Begoña,2021/08/03 12:27:00,80,816.49,1345,13727.29
Virgen_del_Cortijo,2021/08/03 12:27:00,78,549.84,1847,13019.88
Virgen del Val,2021/08/03 12:27:00,89,734.51,1152,9507.3
Vista_Alegre,2021/08/03 12:27:00,290,759.54,4654,12189.31
Zofío,2021/08/03 12:27:00,266,823.2,4181,12939.06
Abrantes,2021/07/27 12:08:00,182,569.93,3675,11508.11
Acacias,2021/07/27 12:08:00,151,776.35,2071,10647.81
Adelfas,2021/07/27 12:08:00,217,736.37,3169,10753.67
Alameda,2021/07/27 12:08:00,245,1120.05,2715,12412
Alameda_de_Osuna,2021/07/27 12:08:00,239,809.81,3190,10808.8
Alcalde BartolomÈ Gonz·lez,2021/07/27 12:08:00,93,418.82,2578,11610
Alcalá_de_Guadaíra,2021/07/27 12:08:00,65,515.83,1732,13744.94
Alcobendas - Chopera,2021/07/27 12:08:00,238,845.32,4435,15752.09
Alcocer,2021/07/27 12:08:00,142,807.19,2187,12431.79
Algete,2021/07/27 12:08:00,222,783.07,3541,12490.3
Alicante,2021/07/27 12:08:00,182,727.48,3410,13630.19
Almendrales,2021/07/27 12:08:00,158,710.82,2901,13051.11
Alpedrete,2021/07/27 12:08:00,75,505.42,1683,11341.73
Alpes,2021/07/27 12:08:00,254,700.46,4131,11392.09
Andrés_Mellado,2021/07/27 12:08:00,261,1084.83,3382,14057.11
Ángela_Uriarte,2021/07/27 12:08:00,224,812.27,3893,14116.84
Antonio_Leyva,2021/07/27 12:08:00,98,699.3,1661,11852.43
Aquitania,2021/07/27 12:08:00,111,449.63,2669,10811.36
Aranjuez,2021/07/27 12:08:00,263,589.78,5025,11268.58
Aravaca,2021/07/27 12:08:00,443,1274.09,4642,13350.59
Arganda del Rey,2021/07/27 12:08:00,94,429.75,2377,10867.28
Arganda - Felicidad,2021/07/27 12:08:00,182,522.91,3572,10262.89
Argüelles,2021/07/27 12:08:00,259,1060.87,3184,13041.7
Arroyomolinos,2021/07/27 12:08:00,168,510.1,2768,8404.43
Barajas,2021/07/27 12:08:00,146,757.07,2178,11293.75
Barcelona,2021/07/27 12:08:00,111,528.92,2487,11850.76
Barrio del Puerto,2021/07/27 12:08:00,74,479.77,1685,10924.53
Baviera,2021/07/27 12:08:00,136,904.62,1665,11074.9
Benita_de_Ávila,2021/07/27 12:08:00,136,690.74,2212,11234.7
Boadilla del Monte,2021/07/27 12:08:00,517,911.27,5645,9949.94
Br˙jula,2021/07/27 12:08:00,104,505.17,2472,12007.58
Buenavista,2021/07/27 12:08:00,134,591.22,2442,10774.32
Buitrago de Lozoya,2021/07/27 12:08:00,76,1351.83,672,11953.04
Bustarviejo,2021/07/27 12:08:00,192,921.31,2485,11924.18
Butarque,2021/07/27 12:08:00,114,569.57,1967,9827.63
Cadalso de los Vidrios,2021/07/27 12:08:00,27,478.72,571,10124.11
Campamento,2021/07/27 12:08:00,76,481.41,1764,11173.75
Campo Real,2021/07/27 12:08:00,109,543.32,2003,9984.05
Campo_de_la_Paloma,2021/07/27 12:08:00,114,585.76,2650,13616.28
Canal_de_Panamá,2021/07/27 12:08:00,181,575.41,3311,10525.81
Canillejas,2021/07/27 12:08:00,171,588.74,3440,11843.69
Carabanchel_Alto,2021/07/27 12:08:00,171,675.2,2397,9464.58
Caramuel,2021/07/27 12:08:00,149,638.55,2795,11978.23
Carmen Calzado,2021/07/27 12:08:00,68,434.78,1529,9776.21
Casa_de_Campo,2021/07/27 12:08:00,100,758.09,1589,12046.09
Castelló,2021/07/27 12:08:00,125,788.84,1957,12350.12
Castilla la Nueva,2021/07/27 12:08:00,173,739.98,2699,11544.55
Cea_Bermúdez,2021/07/27 12:08:00,188,958.16,2729,13908.57
Cercedilla,2021/07/27 12:08:00,69,468.46,1771,12023.9
Chopera,2021/07/27 12:08:00,238,744.94,4158,13014.49
Ciempozuelos,2021/07/27 12:08:00,166,627.72,2740,10361.13
Ciudad San Pablo,2021/07/27 12:08:00,83,703.75,1437,12184.16
Ciudad de los Periodistas,2021/07/27 12:08:00,170,675.6,2595,10312.76
Collado Mediano,2021/07/27 12:08:00,80,616.33,1351,10408.32
Collado Villalba EstaciÛn,2021/07/27 12:08:00,185,643.43,3800,13216.47
Collado Villalba Pueblo,2021/07/27 12:08:00,118,584.68,2559,12679.62
Colmenar Viejo Norte,2021/07/27 12:08:00,128,594.19,2564,11902.33
Colmenar Viejo Sur,2021/07/27 12:08:00,177,582.31,3032,9975
Colmenar de Oreja,2021/07/27 12:08:00,75,417.41,1890,10518.7
Comillas,2021/07/27 12:08:00,167,725.77,2877,12503.26
Cortes,2021/07/27 12:08:00,355,1291.47,3839,13966.09
Coslada - Jaime Vera,2021/07/27 12:08:00,95,671.14,1626,11487.11
Cuzco,2021/07/27 12:08:00,160,759.16,2883,13679.07
